v_tilde(cm^-1),abs
2426.22949,0.26190
2425.97461,0.26181
2425.71972,0.26177
2425.46484,0.26185
2425.20996,0.26180
2424.95507,0.26164
2424.70019,0.26163
2424.44531,0.26173
2424.19043,0.26176
2423.93554,0.26175
2423.68066,0.26179
2423.42578,0.26177
2423.17090,0.26166
2422.91601,0.26159
2422.66113,0.26165
2422.40625,0.26175
2422.15136,0.26181
2421.89648,0.26181
2421.64160,0.26179
2421.38672,0.26174
2421.13183,0.26165
2420.87695,0.26161
2420.62207,0.26170
2420.36718,0.26183
2420.11230,0.26186
2419.85742,0.26182
2419.60254,0.26175
2419.34765,0.26166
2419.09277,0.26167
2418.83789,0.26179
2418.58300,0.26181
2418.32812,0.26174
2418.07324,0.26184
2417.81836,0.26199
2417.56347,0.26192
2417.30859,0.26182
2417.05371,0.26191
2416.79882,0.26185
2416.54394,0.26164
2416.28906,0.26178
2416.03418,0.26210
2415.77929,0.26200
2415.52441,0.26182
2415.26953,0.26214
2415.01465,0.26230
2414.75976,0.26200
2414.50488,0.26218
2414.25000,0.26277
2413.99511,0.26266
2413.74023,0.26262
2413.48535,0.26379
2413.23047,0.26506
2412.97558,0.26906
2412.72070,0.28618
2412.46582,0.32137
2412.21093,0.35716
2411.95605,0.36468
2411.70117,0.34247
2411.44629,0.31544
2411.19140,0.29794
2410.93652,0.28722
2410.68164,0.27911
2410.42675,0.27380
2410.17187,0.27054
2409.91699,0.26758
2409.66211,0.26534
2409.40722,0.26445
2409.15234,0.26373
2408.89746,0.26275
2408.64257,0.26245
2408.38769,0.26260
2408.13281,0.26228
2407.87793,0.26197
2407.62304,0.26222
2407.36816,0.26234
2407.11328,0.26206
2406.85840,0.26203
2406.60351,0.26216
2406.34863,0.26193
2406.09375,0.26182
2405.83886,0.26215
2405.58398,0.26228
2405.32910,0.26206
2405.07422,0.26211
2404.81933,0.26230
2404.56445,0.26207
2404.30957,0.26185
2404.05468,0.26208
2403.79980,0.26219
2403.54492,0.26196
2403.29004,0.26202
2403.03515,0.26232
2402.78027,0.26228
2402.52539,0.26206
2402.27050,0.26208
2402.01562,0.26206
2401.76074,0.26190
2401.50586,0.26204
2401.25097,0.26232
2400.99609,0.26226
2400.74121,0.26212
2400.48632,0.26222
2400.23144,0.26217
2399.97656,0.26191
2399.72168,0.26198
2399.46679,0.26225
2399.21191,0.26221
2398.95703,0.26210
2398.70215,0.26230
2398.44726,0.26238
2398.19238,0.26221
2397.93750,0.26228
2397.68261,0.26251
2397.42773,0.26237
2397.17285,0.26220
2396.91797,0.26242
2396.66308,0.26247
2396.40820,0.26220
2396.15332,0.26227
2395.89843,0.26260
2395.64355,0.26251
2395.38867,0.26238
2395.13379,0.26268
2394.87890,0.26274
2394.62402,0.26242
2394.36914,0.26261
2394.11425,0.26306
2393.85937,0.26282
2393.60449,0.26277
2393.34961,0.26371
2393.09472,0.26442
2392.83984,0.26697
2392.58496,0.27876
2392.33007,0.30141
2392.07519,0.32139
2391.82031,0.32267
2391.56543,0.30798
2391.31054,0.29252
2391.05566,0.28306
2390.80078,0.27695
2390.54590,0.27214
2390.29101,0.26909
2390.03613,0.26716
2389.78125,0.26538
2389.52636,0.26423
2389.27148,0.26387
2389.01660,0.26343
2388.76172,0.26288
2388.50683,0.26287
2388.25195,0.26300
2387.99707,0.26266
2387.74218,0.26243
2387.48730,0.26264
2387.23242,0.26265
2386.97754,0.26236
2386.72265,0.26243
2386.46777,0.26267
2386.21289,0.26251
2385.95800,0.26236
2385.70312,0.26262
2385.44824,0.26272
2385.19336,0.26243
2384.93847,0.26239
2384.68359,0.26259
2384.42871,0.26245
2384.17382,0.26228
2383.91894,0.26254
2383.66406,0.26266
2383.40918,0.26234
2383.15429,0.26233
2382.89941,0.26266
2382.64453,0.26245
2382.38965,0.26202
2382.13476,0.26222
2381.87988,0.26236
2381.62500,0.26177
2381.37011,0.26157
2381.11523,0.26220
2380.86035,0.26217
2380.60547,0.26141
2380.35058,0.26161
2380.09570,0.26221
2379.84082,0.26136
2379.58593,0.26047
2379.33105,0.26140
2379.07617,0.26196
2378.82129,0.26022
2378.56640,0.25942
2378.31152,0.26120
2378.05664,0.26157
2377.80175,0.25915
2377.54687,0.25893
2377.29199,0.26156
2377.03711,0.26121
2376.78222,0.25782
2376.52734,0.25827
2376.27246,0.26193
2376.01757,0.26089
2375.76269,0.25641
2375.50781,0.25724
2375.25293,0.26206
2374.99804,0.26121
2374.74316,0.25587
2374.48828,0.25625
2374.23340,0.26156
2373.97851,0.26169
2373.72363,0.25585
2373.46875,0.25497
2373.21386,0.26048
2372.95898,0.26330
2372.70410,0.25761
2372.44922,0.25382
2372.19433,0.26022
2371.93945,0.27552
2371.68457,0.28632
2371.42968,0.28511
2371.17480,0.28297
2370.91992,0.28379
2370.66504,0.27784
2370.41015,0.26329
2370.15527,0.25594
2369.90039,0.26044
2369.64550,0.26743
2369.39062,0.26127
2369.13574,0.25047
2368.88086,0.25058
2368.62597,0.25964
2368.37109,0.26353
2368.11621,0.25370
2367.86132,0.24698
2367.60644,0.25157
2367.35156,0.26149
2367.09668,0.26176
2366.84179,0.25040
2366.58691,0.24577
2366.33203,0.25249
2366.07715,0.26284
2365.82226,0.25982
2365.56738,0.24688
2365.31250,0.24381
2365.05761,0.25240
2364.80273,0.26309
2364.54785,0.25876
2364.29297,0.24546
2364.03808,0.24254
2363.78320,0.25115
2363.52832,0.26255
2363.27343,0.25891
2363.01855,0.24477
2362.76367,0.24095
2362.50879,0.24915
2362.25390,0.26105
2361.99902,0.25969
2361.74414,0.24587
2361.48925,0.24050
2361.23437,0.24706
2360.97949,0.25963
2360.72461,0.26263
2360.46972,0.24847
2360.21484,0.23924
2359.95996,0.24323
2359.70507,0.25536
2359.45019,0.26284
2359.19531,0.25283
2358.94043,0.24081
2358.68554,0.24036
2358.43066,0.24958
2358.17578,0.26127
2357.92090,0.25910
2357.66601,0.24395
2357.41113,0.23776
2357.15625,0.24373
2356.90136,0.25578
2356.64648,0.26139
2356.39160,0.25124
2356.13672,0.24053
2355.88183,0.24031
2355.62695,0.24890
2355.37207,0.26024
2355.11718,0.26055
2354.86230,0.24718
2354.60742,0.23967
2354.35254,0.24337
2354.09765,0.25352
2353.84277,0.26168
2353.58789,0.25645
2353.33300,0.24445
2353.07812,0.24043
2352.82324,0.24566
2352.56836,0.25519
2352.31347,0.25993
2352.05859,0.25408
2351.80371,0.24637
2351.54882,0.24505
2351.29394,0.25055
2351.03906,0.26094
2350.78418,0.26951
2350.52929,0.26661
2350.27441,0.25736
2350.01953,0.25287
2349.76465,0.25418
2349.50976,0.25697
2349.25488,0.25759
2349.00000,0.25553
2348.74511,0.25298
2348.49023,0.25232
2348.23535,0.25368
2347.98047,0.25518
2347.72558,0.25605
2347.47070,0.25808
2347.21582,0.26172
2346.96093,0.26316
2346.70605,0.25910
2346.45117,0.25351
2346.19629,0.25150
2345.94140,0.25392
2345.68652,0.25983
2345.43164,0.26567
2345.17675,0.26314
2344.92187,0.25260
2344.66699,0.24645
2344.41211,0.24846
2344.15722,0.25558
2343.90234,0.26361
2343.64746,0.26533
2343.39257,0.25554
2343.13769,0.24528
2342.88281,0.24417
2342.62793,0.25071
2342.37304,0.25983
2342.11816,0.26482
2341.86328,0.25967
2341.60840,0.24846
2341.35351,0.24254
2341.09863,0.24559
2340.84375,0.25502
2340.58886,0.26458
2340.33398,0.26506
2340.07910,0.25469
2339.82422,0.24435
2339.56933,0.24200
2339.31445,0.24810
2339.05957,0.25979
2338.80468,0.26827
2338.54980,0.26214
2338.29492,0.24873
2338.04004,0.24166
2337.78515,0.24280
2337.53027,0.25075
2337.27539,0.26284
2337.02050,0.26875
2336.76562,0.25888
2336.51074,0.24657
2336.25586,0.24246
2336.00097,0.24532
2335.74609,0.25379
2335.49121,0.26537
2335.23632,0.26837
2334.98144,0.25557
2334.72656,0.24414
2334.47168,0.24210
2334.21679,0.24612
2333.96191,0.25480
2333.70703,0.26645
2333.45215,0.26951
2333.19726,0.25608
2332.94238,0.24441
2332.68750,0.24264
2332.43261,0.24666
2332.17773,0.25479
2331.92285,0.26630
2331.66797,0.27010
2331.41308,0.25616
2331.15820,0.24388
2330.90332,0.24248
2330.64843,0.24657
2330.39355,0.25376
2330.13867,0.26505
2329.88379,0.27288
2329.62890,0.26360
2329.37402,0.25168
2329.11914,0.24880
2328.86425,0.25060
2328.60937,0.25508
2328.35449,0.26419
2328.09961,0.27175
2327.84472,0.26203
2327.58984,0.24745
2327.33496,0.24398
2327.08007,0.24683
2326.82519,0.25092
2326.57031,0.25825
2326.31543,0.26759
2326.06054,0.26493
2325.80566,0.25126
2325.55078,0.24517
2325.29590,0.24681
2325.04101,0.24994
2324.78613,0.25534
2324.53125,0.26490
2324.27636,0.26855
2324.02148,0.25675
2323.76660,0.24688
2323.51172,0.24647
2323.25683,0.24900
2323.00195,0.25260
2322.74707,0.26064
2322.49218,0.26905
2322.23730,0.26306
2321.98242,0.24943
2321.72754,0.24508
2321.47265,0.24743
2321.21777,0.25074
2320.96289,0.25608
2320.70800,0.26459
2320.45312,0.26747
2320.19824,0.25701
2319.94336,0.24765
2319.68847,0.24708
2319.43359,0.25017
2319.17871,0.25362
2318.92382,0.25914
2318.66894,0.26579
2318.41406,0.26451
2318.15918,0.25415
2317.90429,0.24828
2317.64941,0.24968
2317.39453,0.25289
2317.13965,0.25563
2316.88476,0.26038
2316.62988,0.26546
2316.37500,0.26220
2316.12011,0.25334
2315.86523,0.25056
2315.61035,0.25320
2315.35547,0.25512
2315.10058,0.25655
2314.84570,0.26143
2314.59082,0.26601
2314.33593,0.26135
2314.08105,0.25374
2313.82617,0.25251
2313.57129,0.25454
2313.31640,0.25526
2313.06152,0.25728
2312.80664,0.26267
2312.55175,0.26535
2312.29687,0.25989
2312.04199,0.25432
2311.78711,0.25384
2311.53222,0.25505
2311.27734,0.25599
2311.02246,0.25863
2310.76757,0.26260
2310.51269,0.26366
2310.25781,0.26018
2310.00293,0.25635
2309.74804,0.25499
2309.49316,0.25559
2309.23828,0.25721
2308.98340,0.25937
2308.72851,0.26179
2308.47363,0.26369
2308.21875,0.26338
2307.96386,0.26075
2307.70898,0.25870
2307.45410,0.25882
2307.19922,0.25967
2306.94433,0.26022
2306.68945,0.26159
2306.43457,0.26361
2306.17968,0.26324
2305.92480,0.25981
2305.66992,0.25749
2305.41504,0.25814
2305.16015,0.25956
2304.90527,0.26013
2304.65039,0.26104
2304.39550,0.26298
2304.14062,0.26387
2303.88574,0.26197
2303.63086,0.25955
2303.37597,0.25936
2303.12109,0.26075
2302.86621,0.26154
2302.61132,0.26164
2302.35644,0.26264
2302.10156,0.26410
2301.84668,0.26371
2301.59179,0.26164
2301.33691,0.26064
2301.08203,0.26126
2300.82715,0.26189
2300.57226,0.26221
2300.31738,0.26322
2300.06250,0.26434
2299.80761,0.26403
2299.55273,0.26276
2299.29785,0.26226
2299.04297,0.26254
2298.78808,0.26258
2298.53320,0.26254
2298.27832,0.26325
2298.02343,0.26448
2297.76855,0.26508
2297.51367,0.26444
2297.25879,0.26335
2297.00390,0.26298
2296.74902,0.26342
2296.49414,0.26382
2296.23925,0.26381
2295.98437,0.26401
2295.72949,0.26469
2295.47461,0.26514
2295.21972,0.26477
2294.96484,0.26405
2294.70996,0.26373
2294.45507,0.26406
2294.20019,0.26484
2293.94531,0.26561
2293.69043,0.26595
2293.43554,0.26598
2293.18066,0.26605
2292.92578,0.26616
2292.67090,0.26615
2292.41601,0.26612
2292.16113,0.26619
2291.90625,0.26627
2291.65136,0.26651
2291.39648,0.26705
2291.14160,0.26749
2290.88672,0.26730
2290.63183,0.26667
2290.37695,0.26633
2290.12207,0.26654
2289.86718,0.26705
2289.61230,0.26745
2289.35742,0.26748
2289.10254,0.26737
2288.84765,0.26753
2288.59277,0.26792
2288.33789,0.26806
2288.08300,0.26782
2287.82812,0.26768
2287.57324,0.26784
2287.31836,0.26809
2287.06347,0.26827
2286.80859,0.26844
2286.55371,0.26859
2286.29882,0.26874
2286.04394,0.26884
2285.78906,0.26878
2285.53418,0.26857
2285.27929,0.26836
2285.02441,0.26814
2284.76953,0.26776
2284.51465,0.26740
2284.25976,0.26738
2284.00488,0.26746
2283.75000,0.26725
2283.49511,0.26691
2283.24023,0.26683
2282.98535,0.26691
2282.73047,0.26690
2282.47558,0.26688
2282.22070,0.26694
2281.96582,0.26699
2281.71093,0.26706
2281.45605,0.26724
2281.20117,0.26740
2280.94629,0.26738
2280.69140,0.26731
2280.43652,0.26735
2280.18164,0.26745
2279.92675,0.26756
2279.67187,0.26768
2279.41699,0.26770
2279.16211,0.26758
2278.90722,0.26754
2278.65234,0.26771
2278.39746,0.26791
2278.14257,0.26791
2277.88769,0.26777
2277.63281,0.26763
2277.37793,0.26752
2277.12304,0.26755
2276.86816,0.26777
2276.61328,0.26804
2276.35840,0.26810
2276.10351,0.26794
2275.84863,0.26775
2275.59375,0.26772
2275.33886,0.26785
2275.08398,0.26797
2274.82910,0.26788
2274.57422,0.26757
2274.31933,0.26717
2274.06445,0.26689
2273.80957,0.26685
2273.55468,0.26698
2273.29980,0.26710
2273.04492,0.26704
2272.79004,0.26680
2272.53515,0.26648
2272.28027,0.26629
2272.02539,0.26638
2271.77050,0.26660
2271.51562,0.26662
2271.26074,0.26632
2271.00586,0.26596
2270.75097,0.26577
2270.49609,0.26576
2270.24121,0.26591
2269.98632,0.26613
2269.73144,0.26613
2269.47656,0.26576
2269.22168,0.26532
2268.96679,0.26514
2268.71191,0.26518
2268.45703,0.26533
2268.20215,0.26552
2267.94726,0.26556
2267.69238,0.26525
2267.43750,0.26477
2267.18261,0.26450
2266.92773,0.26458
2266.67285,0.26490
2266.41797,0.26528
2266.16308,0.26546
2265.90820,0.26526
2265.65332,0.26489
2265.39843,0.26468
2265.14355,0.26469
2264.88867,0.26482
2264.63379,0.26500
2264.37890,0.26503
2264.12402,0.26471
2263.86914,0.26429
2263.61425,0.26412
2263.35937,0.26415
2263.10449,0.26414
2262.84961,0.26414
2262.59472,0.26416
2262.33984,0.26397
2262.08496,0.26356
2261.83007,0.26330
2261.57519,0.26331
2261.32031,0.26340
2261.06543,0.26353
2260.81054,0.26367
2260.55566,0.26361
2260.30078,0.26331
2260.04590,0.26313
2259.79101,0.26317
2259.53613,0.26318
2259.28125,0.26317
2259.02636,0.26336
2258.77148,0.26350
2258.51660,0.26324
2258.26172,0.26292
2258.00683,0.26298
2257.75195,0.26318
2257.49707,0.26326
2257.24218,0.26342
2256.98730,0.26363
2256.73242,0.26346
2256.47754,0.26302
2256.22265,0.26289
2255.96777,0.26310
2255.71289,0.26316
2255.45800,0.26309
2255.20312,0.26320
2254.94824,0.26331
2254.69336,0.26310
2254.43847,0.26283
2254.18359,0.26279
2253.92871,0.26284
2253.67382,0.26287
2253.41894,0.26298
2253.16406,0.26310
2252.90918,0.26300
2252.65429,0.26274
2252.39941,0.26263
2252.14453,0.26271
2251.88965,0.26278
2251.63476,0.26280
2251.37988,0.26282
2251.12500,0.26283
2250.87011,0.26276
2250.61523,0.26262
2250.36035,0.26253
2250.10547,0.26254
2249.85058,0.26258
2249.59570,0.26262
2249.34082,0.26275
2249.08593,0.26294
2248.83105,0.26295
2248.57617,0.26271
2248.32129,0.26256
2248.06640,0.26265
2247.81152,0.26274
2247.55664,0.26269
2247.30175,0.26270
2247.04687,0.26278
2246.79199,0.26264
2246.53711,0.26238
2246.28222,0.26238
2246.02734,0.26262
2245.77246,0.26270
2245.51757,0.26266
2245.26269,0.26272
2245.00781,0.26276
2244.75293,0.26259
2244.49804,0.26243
2244.24316,0.26246
2243.98828,0.26248
2243.73340,0.26246
2243.47851,0.26271
2243.22363,0.26324
2242.96875,0.26361
2242.71386,0.26350
2242.45898,0.26312
2242.20410,0.26279
2241.94922,0.26265
2241.69433,0.26264
2241.43945,0.26263
2241.18457,0.26257
2240.92968,0.26255
2240.67480,0.26252
2240.41992,0.26243
2240.16504,0.26236
2239.91015,0.26245
2239.65527,0.26258
2239.40039,0.26253
2239.14550,0.26240
2238.89062,0.26233
2238.63574,0.26224
2238.38086,0.26209
2238.12597,0.26205
2237.87109,0.26210
2237.61621,0.26209
2237.36132,0.26223
2237.10644,0.26296
2236.85156,0.26396
2236.59668,0.26436
2236.34179,0.26390
2236.08691,0.26319
2235.83203,0.26275
2235.57715,0.26252
2235.32226,0.26237
2235.06738,0.26227
2234.81250,0.26217
2234.55761,0.26201
2234.30273,0.26192
2234.04785,0.26202
2233.79297,0.26228
2233.53808,0.26260
2233.28320,0.26288
2233.02832,0.26289
2232.77343,0.26259
2232.51855,0.26221
2232.26367,0.26197
2232.00879,0.26182
2231.75390,0.26179
2231.49902,0.26192
2231.24414,0.26201
2230.98925,0.26200
2230.73437,0.26266
2230.47949,0.26460
2230.22461,0.26665
2229.96972,0.26690
2229.71484,0.26534
2229.45996,0.26381
2229.20507,0.26325
2228.95019,0.26298
2228.69531,0.26252
2228.44043,0.26227
2228.18554,0.26225
2227.93066,0.26203
2227.67578,0.26179
2227.42090,0.26203
2227.16601,0.26263
2226.91113,0.26307
2226.65625,0.26317
2226.40136,0.26296
2226.14648,0.26248
2225.89160,0.26214
2225.63672,0.26218
2225.38183,0.26213
2225.12695,0.26179
2224.87207,0.26173
2224.61718,0.26205
2224.36230,0.26202
2224.10742,0.26228
2223.85254,0.26477
2223.59765,0.26925
2223.34277,0.27222
2223.08789,0.27127
2222.83300,0.26816
2222.57812,0.26581
2222.32324,0.26470
2222.06836,0.26383
2221.81347,0.26299
2221.55859,0.26261
2221.30371,0.26256
2221.04882,0.26235
2220.79394,0.26221
2220.53906,0.26287
2220.28418,0.26432
2220.02929,0.26537
2219.77441,0.26515
2219.51953,0.26419
2219.26465,0.26340
2219.00976,0.26290
2218.75488,0.26257
2218.50000,0.26252
2218.24511,0.26249
2217.99023,0.26226
2217.73535,0.26226
2217.48047,0.26255
2217.22558,0.26256
2216.97070,0.26380
2216.71582,0.26928
2216.46093,0.27762
2216.20605,0.28195
2215.95117,0.27872
2215.69629,0.27269
2215.44140,0.26915
2215.18652,0.26759
2214.93164,0.26587
2214.67675,0.26454
2214.42187,0.26427
2214.16699,0.26392
2213.91211,0.26315
2213.65722,0.26333
2213.40234,0.26519
2213.14746,0.26772
2212.89257,0.26917
2212.63769,0.26840
2212.38281,0.26628
2212.12793,0.26483
2211.87304,0.26444
2211.61816,0.26381
2211.36328,0.26306
2211.10840,0.26318
2210.85351,0.26331
2210.59863,0.26266
2210.34375,0.26263
2210.08886,0.26345
2209.83398,0.26374
2209.57910,0.26664
2209.32422,0.27763
2209.06933,0.29243
2208.81445,0.29763
2208.55957,0.28962
2208.30468,0.27938
2208.04980,0.27421
2207.79492,0.27116
2207.54004,0.26775
2207.28515,0.26599
2207.03027,0.26571
2206.77539,0.26450
2206.52050,0.26327
2206.26562,0.26473
2206.01074,0.26863
2205.75586,0.27257
2205.50097,0.27429
2205.24609,0.27236
2204.99121,0.26825
2204.73632,0.26576
2204.48144,0.26556
2204.22656,0.26472
2203.97168,0.26306
2203.71679,0.26311
2203.46191,0.26389
2203.20703,0.26285
2202.95215,0.26195
2202.69726,0.26345
2202.44238,0.26434
2202.18750,0.26416
2201.93261,0.27149
2201.67773,0.29184
2201.42285,0.31395
2201.16797,0.31897
2200.91308,0.30537
2200.65820,0.28908
2200.40332,0.28024
2200.14843,0.27584
2199.89355,0.27114
2199.63867,0.26749
2199.38379,0.26665
2199.12890,0.26591
2198.87402,0.26425
2198.61914,0.26636
2198.36425,0.27435
2198.10937,0.28173
2197.85449,0.28189
2197.59961,0.27700
2197.34472,0.27224
2197.08984,0.26882
2196.83496,0.26653
2196.58007,0.26559
2196.32519,0.26476
2196.07031,0.26337
2195.81543,0.26313
2195.56054,0.26393
2195.30566,0.26336
2195.05078,0.26266
2194.79590,0.26434
2194.54101,0.26570
2194.28613,0.26696
2194.03125,0.27994
2193.77636,0.31196
2193.52148,0.34459
2193.26660,0.34817
2193.01172,0.32502
2192.75683,0.30195
2192.50195,0.28981
2192.24707,0.28199
2191.99218,0.27467
2191.73730,0.27058
2191.48242,0.26929
2191.22754,0.26733
2190.97265,0.26621
2190.71777,0.27157
2190.46289,0.28379
2190.20800,0.29406
2189.95312,0.29335
2189.69824,0.28423
2189.44336,0.27622
2189.18847,0.27246
2188.93359,0.26954
2188.67871,0.26667
2188.42382,0.26572
2188.16894,0.26539
2187.91406,0.26397
2187.65918,0.26350
2187.40429,0.26444
2187.14941,0.26405
2186.89453,0.26349
2186.63965,0.26567
2186.38476,0.26800
2186.12988,0.27202
2185.87500,0.29292
2185.62011,0.33877
2185.36523,0.38270
2185.11035,0.38331
2184.85547,0.34865
2184.60058,0.31777
2184.34570,0.30188
2184.09082,0.29032
2183.83593,0.27990
2183.58105,0.27506
2183.32617,0.27320
2183.07129,0.26957
2182.81640,0.26921
2182.56152,0.28001
2182.30664,0.29858
2182.05175,0.31086
2181.79687,0.30729
2181.54199,0.29364
2181.28711,0.28206
2181.03222,0.27676
2180.77734,0.27338
2180.52246,0.26928
2180.26757,0.26703
2180.01269,0.26693
2179.75781,0.26574
2179.50293,0.26397
2179.24804,0.26467
2178.99316,0.26596
2178.73828,0.26509
2178.48340,0.26539
2178.22851,0.26888
2177.97363,0.27175
2177.71875,0.27939
2177.46386,0.31104
2177.20898,0.37255
2176.95410,0.42709
2176.69922,0.42357
2176.44433,0.37694
2176.18945,0.33679
2175.93457,0.31570
2175.67968,0.30051
2175.42480,0.28685
2175.16992,0.28027
2174.91504,0.27801
2174.66015,0.27394
2174.40527,0.27503
2174.15039,0.29220
2173.89550,0.31859
2173.64062,0.33186
2173.38574,0.32254
2173.13086,0.30404
2172.87597,0.28998
2172.62109,0.28207
2172.36621,0.27688
2172.11132,0.27260
2171.85644,0.26951
2171.60156,0.26808
2171.34668,0.26736
2171.09179,0.26616
2170.83691,0.26549
2170.58203,0.26650
2170.32715,0.26732
2170.07226,0.26692
2169.81738,0.26842
2169.56250,0.27269
2169.30761,0.27751
2169.05273,0.29176
2168.79785,0.33602
2168.54297,0.41319
2168.28808,0.47608
2168.03320,0.46472
2167.77832,0.40542
2167.52343,0.35712
2167.26855,0.33059
2167.01367,0.31085
2166.75879,0.29454
2166.50390,0.28690
2166.24902,0.28345
2165.99414,0.27918
2165.73925,0.28435
2165.48437,0.30991
2165.22949,0.34325
2164.97461,0.35504
2164.71972,0.33815
2164.46484,0.31409
2164.20996,0.29802
2163.95507,0.28825
2163.70019,0.28071
2163.44531,0.27566
2163.19043,0.27270
2162.93554,0.27016
2162.68066,0.26850
2162.42578,0.26820
2162.17090,0.26783
2161.91601,0.26735
2161.66113,0.26828
2161.40625,0.26955
2161.15136,0.27000
2160.89648,0.27229
2160.64160,0.27763
2160.38672,0.28543
2160.13183,0.30683
2159.87695,0.36355
2159.62207,0.45538
2159.36718,0.52298
2159.11230,0.49992
2158.85742,0.42887
2158.60254,0.37500
2158.34765,0.34396
2158.09277,0.31981
2157.83789,0.30175
2157.58300,0.29378
2157.32812,0.28899
2157.07324,0.28518
2156.81836,0.29657
2156.56347,0.33134
2156.30859,0.36878
2156.05371,0.37565
2155.79882,0.35116
2155.54394,0.32255
2155.28906,0.30456
2155.03418,0.29362
2154.77929,0.28471
2154.52441,0.27850
2154.26953,0.27541
2154.01465,0.27297
2153.75976,0.27047
2153.50488,0.26959
2153.25000,0.26991
2152.99511,0.26949
2152.74023,0.26928
2152.48535,0.27079
2152.23047,0.27221
2151.97558,0.27288
2151.72070,0.27615
2151.46582,0.28300
2151.21093,0.29412
2150.95605,0.32365
2150.70117,0.39351
2150.44629,0.49683
2150.19140,0.56092
2149.93652,0.52280
2149.68164,0.44365
2149.42675,0.38698
2149.17187,0.35251
2148.91699,0.32549
2148.66211,0.30722
2148.40722,0.29937
2148.15234,0.29378
2147.89746,0.29230
2147.64257,0.31177
2147.38769,0.35523
2147.13281,0.39253
2146.87793,0.38993
2146.62304,0.35789
2146.36816,0.32736
2146.11328,0.30872
2145.85840,0.29657
2145.60351,0.28706
2145.34863,0.28069
2145.09375,0.27706
2144.83886,0.27427
2144.58398,0.27189
2144.32910,0.27083
2144.07422,0.27089
2143.81933,0.27070
2143.56445,0.27032
2143.30957,0.27121
2143.05468,0.27307
2142.79980,0.27416
2142.54492,0.27574
2142.29004,0.28063
2142.03515,0.28877
2141.78027,0.30408
2141.52539,0.34443
2141.27050,0.42851
2141.01562,0.53710
2140.76074,0.58517
2140.50586,0.52890
2140.25097,0.44646
2139.99609,0.39118
2139.74121,0.35619
2139.48632,0.32851
2139.23144,0.31103
2138.97656,0.30354
2138.72168,0.29832
2138.46679,0.30161
2138.21191,0.33064
2137.95703,0.38003
2137.70215,0.40956
2137.44726,0.39282
2137.19238,0.35591
2136.93750,0.32776
2136.68261,0.31013
2136.42773,0.29697
2136.17285,0.28793
2135.91797,0.28257
2135.66308,0.27821
2135.40820,0.27492
2135.15332,0.27370
2134.89843,0.27289
2134.64355,0.27169
2134.38867,0.27160
2134.13379,0.27224
2133.87890,0.27223
2133.62402,0.27286
2133.36914,0.27488
2133.11425,0.27647
2132.85937,0.27846
2132.60449,0.28417
2132.34961,0.29403
2132.09472,0.31358
2131.83984,0.36290
2131.58496,0.45739
2131.33007,0.56230
2131.07519,0.58385
2130.82031,0.51213
2130.56543,0.43430
2130.31054,0.38465
2130.05566,0.35060
2129.80078,0.32475
2129.54590,0.31050
2129.29101,0.30344
2129.03613,0.29904
2128.78125,0.30969
2128.52636,0.34778
2128.27148,0.39501
2128.01660,0.40910
2127.76172,0.38127
2127.50683,0.34487
2127.25195,0.32069
2126.99707,0.30542
2126.74218,0.29340
2126.48730,0.28529
2126.23242,0.28076
2125.97754,0.27690
2125.72265,0.27359
2125.46777,0.27231
2125.21289,0.27190
2124.95800,0.27082
2124.70312,0.27037
2124.44824,0.27118
2124.19336,0.27147
2123.93847,0.27125
2123.68359,0.27256
2123.42871,0.27455
2123.17382,0.27548
2122.91894,0.27796
2122.66406,0.28439
2122.40918,0.29441
2122.15429,0.31741
2121.89941,0.37550
2121.64453,0.47399
2121.38965,0.55730
2121.13476,0.54343
2120.87988,0.46585
2120.62500,0.40131
2120.37011,0.36215
2120.11523,0.33303
2119.86035,0.31222
2119.60547,0.30257
2119.35058,0.29697
2119.09570,0.29562
2118.84082,0.31457
2118.58593,0.35720
2118.33105,0.39236
2118.07617,0.38686
2117.82129,0.35426
2117.56640,0.32523
2117.31152,0.30736
2117.05664,0.29489
2116.80175,0.28560
2116.54687,0.27980
2116.29199,0.27586
2116.03711,0.27251
2115.78222,0.27029
2115.52734,0.26931
2115.27246,0.26877
2115.01757,0.26820
2114.76269,0.26783
2114.50781,0.26799
2114.25293,0.26831
2113.99804,0.26819
2113.74316,0.26839
2113.48828,0.26967
2113.23340,0.27078
2112.97851,0.27149
2112.72363,0.27441
2112.46875,0.28004
2112.21386,0.28957
2111.95898,0.31689
2111.70410,0.38066
2111.44922,0.46762
2111.19433,0.50871
2110.93945,0.46571
2110.68457,0.40014
2110.42968,0.35774
2110.17480,0.33130
2109.91992,0.30927
2109.66504,0.29613
2109.41015,0.29123
2109.15527,0.28701
2108.90039,0.29107
2108.64550,0.31711
2108.39062,0.35305
2108.13574,0.36502
2107.88086,0.34571
2107.62597,0.32019
2107.37109,0.30283
2107.11621,0.29104
2106.86132,0.28253
2106.60644,0.27741
2106.35156,0.27358
2106.09668,0.27023
2105.84179,0.26871
2105.58691,0.26802
2105.33203,0.26666
2105.07715,0.26603
2104.82226,0.26654
2104.56738,0.26616
2104.31250,0.26538
2104.05761,0.26603
2103.80273,0.26651
2103.54785,0.26569
2103.29297,0.26606
2103.03808,0.26769
2102.78320,0.26768
2102.52832,0.26779
