v_tilde(cm^-1),abs
2750.18554,0.27330
2749.93066,0.27079
2749.67578,0.27396
2749.42090,0.27921
2749.16601,0.27886
2748.91113,0.27266
2748.65625,0.26690
2748.40136,0.26377
2748.14648,0.26116
2747.89160,0.25884
2747.63672,0.25778
2747.38183,0.25712
2747.12695,0.25618
2746.87207,0.25574
2746.61718,0.25573
2746.36230,0.25523
2746.10742,0.25454
2745.85254,0.25441
2745.59765,0.25439
2745.34277,0.25410
2745.08789,0.25397
2744.83300,0.25403
2744.57812,0.25388
2744.32324,0.25377
2744.06836,0.25401
2743.81347,0.25414
2743.55859,0.25404
2743.30371,0.25420
2743.04882,0.25453
2742.79394,0.25451
2742.53906,0.25436
2742.28418,0.25456
2742.02929,0.25489
2741.77441,0.25498
2741.51953,0.25496
2741.26465,0.25491
2741.00976,0.25466
2740.75488,0.25432
2740.50000,0.25416
2740.24511,0.25419
2739.99023,0.25437
2739.73535,0.25479
2739.48047,0.25523
2739.22558,0.25530
2738.97070,0.25501
2738.71582,0.25469
2738.46093,0.25448
2738.20605,0.25437
2737.95117,0.25429
2737.69629,0.25416
2737.44140,0.25400
2737.18652,0.25394
2736.93164,0.25406
2736.67675,0.25426
2736.42187,0.25436
2736.16699,0.25431
2735.91211,0.25415
2735.65722,0.25405
2735.40234,0.25400
2735.14746,0.25392
2734.89257,0.25390
2734.63769,0.25409
2734.38281,0.25437
2734.12793,0.25460
2733.87304,0.25486
2733.61816,0.25506
2733.36328,0.25507
2733.10840,0.25528
2732.85351,0.25603
2732.59863,0.25667
2732.34375,0.25656
2732.08886,0.25620
2731.83398,0.25606
2731.57910,0.25573
2731.32422,0.25514
2731.06933,0.25491
2730.81445,0.25498
2730.55957,0.25510
2730.30468,0.25592
2730.04980,0.25748
2729.79492,0.25815
2729.54004,0.25735
2729.28515,0.25654
2729.03027,0.25610
2728.77539,0.25519
2728.52050,0.25456
2728.26562,0.25506
2728.01074,0.25532
2727.75586,0.25634
2727.50097,0.26364
2727.24609,0.27782
2726.99121,0.28859
2726.73632,0.28690
2726.48144,0.27758
2726.22656,0.26992
2725.97168,0.26585
2725.71679,0.26427
2725.46191,0.26606
2725.20703,0.26961
2724.95215,0.26983
2724.69726,0.26579
2724.44238,0.26179
2724.18750,0.25983
2723.93261,0.25825
2723.67773,0.25663
2723.42285,0.25594
2723.16797,0.25560
2722.91308,0.25486
2722.65820,0.25464
2722.40332,0.25532
2722.14843,0.25580
2721.89355,0.25577
2721.63867,0.25591
2721.38379,0.25593
2721.12890,0.25540
2720.87402,0.25513
2720.61914,0.25607
2720.36425,0.25817
2720.10937,0.26095
2719.85449,0.26336
2719.59961,0.26373
2719.34472,0.26178
2719.08984,0.25941
2718.83496,0.25796
2718.58007,0.25696
2718.32519,0.25598
2718.07031,0.25542
2717.81543,0.25515
2717.56054,0.25465
2717.30566,0.25427
2717.05078,0.25441
2716.79590,0.25459
2716.54101,0.25443
2716.28613,0.25426
2716.03125,0.25418
2715.77636,0.25392
2715.52148,0.25372
2715.26660,0.25383
2715.01172,0.25392
2714.75683,0.25378
2714.50195,0.25374
2714.24707,0.25383
2713.99218,0.25380
2713.73730,0.25381
2713.48242,0.25408
2713.22754,0.25423
2712.97265,0.25409
2712.71777,0.25403
2712.46289,0.25418
2712.20800,0.25430
2711.95312,0.25457
2711.69824,0.25510
2711.44336,0.25537
2711.18847,0.25514
2710.93359,0.25506
2710.67871,0.25531
2710.42382,0.25531
2710.16894,0.25563
2709.91406,0.25834
2709.65918,0.26423
2709.40429,0.27087
2709.14941,0.27428
2708.89453,0.27260
2708.63965,0.26777
2708.38476,0.26327
2708.12988,0.26065
2707.87500,0.25896
2707.62011,0.25734
2707.36523,0.25620
2707.11035,0.25569
2706.85547,0.25519
2706.60058,0.25464
2706.34570,0.25454
2706.09082,0.25467
2705.83593,0.25459
2705.58105,0.25475
2705.32617,0.25534
2705.07129,0.25552
2704.81640,0.25510
2704.56152,0.25501
2704.30664,0.25522
2704.05175,0.25492
2703.79687,0.25457
2703.54199,0.25489
2703.28711,0.25497
2703.03222,0.25496
2702.77734,0.25820
2702.52246,0.26597
2702.26757,0.27300
2702.01269,0.27339
2701.75781,0.26859
2701.50293,0.26399
2701.24804,0.26155
2700.99316,0.26060
2700.73828,0.26134
2700.48340,0.26313
2700.22851,0.26328
2699.97363,0.26104
2699.71875,0.25888
2699.46386,0.25808
2699.20898,0.25752
2698.95410,0.25833
2698.69922,0.26479
2698.44433,0.27782
2698.18945,0.29088
2697.93457,0.29537
2697.67968,0.28967
2697.42480,0.27961
2697.16992,0.27118
2696.91504,0.26597
2696.66015,0.26268
2696.40527,0.26030
2696.15039,0.25871
2695.89550,0.25771
2695.64062,0.25680
2695.38574,0.25598
2695.13086,0.25547
2694.87597,0.25516
2694.62109,0.25487
2694.36621,0.25466
2694.11132,0.25454
2693.85644,0.25438
2693.60156,0.25427
2693.34668,0.25438
2693.09179,0.25451
2692.83691,0.25443
2692.58203,0.25437
2692.32715,0.25457
2692.07226,0.25486
2691.81738,0.25511
2691.56250,0.25537
2691.30761,0.25551
2691.05273,0.25543
2690.79785,0.25538
2690.54297,0.25550
2690.28808,0.25545
2690.03320,0.25514
2689.77832,0.25495
2689.52343,0.25500
2689.26855,0.25499
2689.01367,0.25500
2688.75879,0.25522
2688.50390,0.25532
2688.24902,0.25518
2687.99414,0.25535
2687.73925,0.25581
2687.48437,0.25642
2687.22949,0.26033
2686.97461,0.27367
2686.71972,0.29748
2686.46484,0.32079
2686.20996,0.32779
2685.95507,0.31591
2685.70019,0.29756
2685.44531,0.28348
2685.19043,0.27487
2684.93554,0.26908
2684.68066,0.26494
2684.42578,0.26213
2684.17090,0.25988
2683.91601,0.25804
2683.66113,0.25698
2683.40625,0.25641
2683.15136,0.25580
2682.89648,0.25529
2682.64160,0.25509
2682.38672,0.25497
2682.13183,0.25488
2681.87695,0.25492
2681.62207,0.25483
2681.36718,0.25455
2681.11230,0.25459
2680.85742,0.25497
2680.60254,0.25508
2680.34765,0.25511
2680.09277,0.25565
2679.83789,0.25616
2679.58300,0.25598
2679.32812,0.25568
2679.07324,0.25577
2678.81836,0.25567
2678.56347,0.25534
2678.30859,0.25549
2678.05371,0.25567
2677.79882,0.25547
2677.54394,0.25666
2677.28906,0.26049
2677.03418,0.26435
2676.77929,0.26494
2676.52441,0.26288
2676.26953,0.26062
2676.01465,0.25913
2675.75976,0.25893
2675.50488,0.26024
2675.25000,0.26257
2674.99511,0.26936
2674.74023,0.28981
2674.48535,0.32720
2674.23047,0.36493
2673.97558,0.37569
2673.72070,0.35518
2673.46582,0.32528
2673.21093,0.30255
2672.95605,0.28819
2672.70117,0.27859
2672.44629,0.27200
2672.19140,0.26741
2671.93652,0.26389
2671.68164,0.26128
2671.42675,0.25955
2671.17187,0.25817
2670.91699,0.25703
2670.66211,0.25637
2670.40722,0.25601
2670.15234,0.25563
2669.89746,0.25539
2669.64257,0.25544
2669.38769,0.25562
2669.13281,0.25580
2668.87793,0.25592
2668.62304,0.25585
2668.36816,0.25572
2668.11328,0.25572
2667.85840,0.25572
2667.60351,0.25551
2667.34863,0.25530
2667.09375,0.25526
2666.83886,0.25526
2666.58398,0.25536
2666.32910,0.25561
2666.07422,0.25577
2665.81933,0.25575
2665.56445,0.25581
2665.30957,0.25586
2665.05468,0.25565
2664.79980,0.25554
2664.54492,0.25580
2664.29004,0.25590
2664.03515,0.25577
2663.78027,0.25610
2663.52539,0.25672
2663.27050,0.25702
2663.01562,0.25758
2662.76074,0.25893
2662.50586,0.26145
2662.25097,0.27115
2661.99609,0.30044
2661.74121,0.35414
2661.48632,0.41131
2661.23144,0.43162
2660.97656,0.40405
2660.72168,0.36010
2660.46679,0.32596
2660.21191,0.30471
2659.95703,0.29078
2659.70215,0.28092
2659.44726,0.27388
2659.19238,0.26853
2658.93750,0.26453
2658.68261,0.26199
2658.42773,0.26033
2658.17285,0.25888
2657.91797,0.25778
2657.66308,0.25724
2657.40820,0.25692
2657.15332,0.25663
2656.89843,0.25654
2656.64355,0.25655
2656.38867,0.25645
2656.13379,0.25628
2655.87890,0.25614
2655.62402,0.25598
2655.36914,0.25585
2655.11425,0.25587
2654.85937,0.25593
2654.60449,0.25595
2654.34961,0.25605
2654.09472,0.25621
2653.83984,0.25625
2653.58496,0.25626
2653.33007,0.25643
2653.07519,0.25654
2652.82031,0.25644
2652.56543,0.25646
2652.31054,0.25668
2652.05566,0.25677
2651.80078,0.25714
2651.54590,0.25866
2651.29101,0.26060
2651.03613,0.26114
2650.78125,0.26031
2650.52636,0.25975
2650.27148,0.25979
2650.01660,0.25995
2649.76172,0.26112
2649.50683,0.26368
2649.25195,0.26746
2648.99707,0.27913
2648.74218,0.31407
2648.48730,0.38100
2648.23242,0.45845
2647.97754,0.49287
2647.72265,0.46057
2647.46777,0.40172
2647.21289,0.35413
2646.95800,0.32400
2646.70312,0.30463
2646.44824,0.29123
2646.19336,0.28183
2645.93847,0.27483
2645.68359,0.26940
2645.42871,0.26554
2645.17382,0.26294
2644.91894,0.26111
2644.66406,0.25986
2644.40918,0.25903
2644.15429,0.25838
2643.89941,0.25791
2643.64453,0.25764
2643.38965,0.25740
2643.13476,0.25718
2642.87988,0.25713
2642.62500,0.25718
2642.37011,0.25721
2642.11523,0.25730
2641.86035,0.25739
2641.60547,0.25726
2641.35058,0.25711
2641.09570,0.25720
2640.84082,0.25726
2640.58593,0.25713
2640.33105,0.25715
2640.07617,0.25742
2639.82129,0.25751
2639.56640,0.25739
2639.31152,0.25745
2639.05664,0.25765
2638.80175,0.25771
2638.54687,0.25779
2638.29199,0.25804
2638.03711,0.25823
2637.78222,0.25840
2637.52734,0.25873
2637.27246,0.25897
2637.01757,0.25914
2636.76269,0.25970
2636.50781,0.26048
2636.25293,0.26109
2635.99804,0.26247
2635.74316,0.26544
2635.48828,0.27054
2635.23340,0.28469
2634.97851,0.32388
2634.72363,0.39982
2634.46875,0.49422
2634.21386,0.54563
2633.95898,0.51388
2633.70410,0.44298
2633.44922,0.38294
2633.19433,0.34411
2632.93945,0.31910
2632.68457,0.30179
2632.42968,0.28960
2632.17480,0.28069
2631.91992,0.27396
2631.66504,0.26922
2631.41015,0.26599
2631.15527,0.26350
2630.90039,0.26168
2630.64550,0.26067
2630.39062,0.26007
2630.13574,0.25954
2629.88086,0.25921
2629.62597,0.25908
2629.37109,0.25887
2629.11621,0.25863
2628.86132,0.25856
2628.60644,0.25855
2628.35156,0.25843
2628.09668,0.25834
2627.84179,0.25839
2627.58691,0.25843
2627.33203,0.25840
2627.07715,0.25840
2626.82226,0.25842
2626.56738,0.25838
2626.31250,0.25838
2626.05761,0.25847
2625.80273,0.25856
2625.54785,0.25879
2625.29297,0.25946
2625.03808,0.26025
2624.78320,0.26049
2624.52832,0.26016
2624.27343,0.25990
2624.01855,0.25989
2623.76367,0.25992
2623.50879,0.26012
2623.25390,0.26065
2622.99902,0.26105
2622.74414,0.26124
2622.48925,0.26178
2622.23437,0.26265
2621.97949,0.26349
2621.72461,0.26508
2621.46972,0.26837
2621.21484,0.27442
2620.95996,0.29017
2620.70507,0.33143
2620.45019,0.41113
2620.19531,0.51397
2619.94043,0.57693
2619.68554,0.54870
2619.43066,0.47159
2619.17578,0.40338
2618.92090,0.35835
2618.66601,0.32933
2618.41113,0.30933
2618.15625,0.29524
2617.90136,0.28503
2617.64648,0.27736
2617.39160,0.27186
2617.13672,0.26804
2616.88183,0.26523
2616.62695,0.26328
2616.37207,0.26207
2616.11718,0.26122
2615.86230,0.26060
2615.60742,0.26031
2615.35254,0.26008
2615.09765,0.25971
2614.84277,0.25948
2614.58789,0.25949
2614.33300,0.25946
2614.07812,0.25934
2613.82324,0.25937
2613.56836,0.25936
2613.31347,0.25915
2613.05859,0.25903
2612.80371,0.25913
2612.54882,0.25916
2612.29394,0.25903
2612.03906,0.25897
2611.78418,0.25896
2611.52929,0.25895
2611.27441,0.25907
2611.01953,0.25930
2610.76465,0.25936
2610.50976,0.25936
2610.25488,0.25949
2610.00000,0.25952
2609.74511,0.25939
2609.49023,0.25953
2609.23535,0.25991
2608.98047,0.26007
2608.72558,0.26015
2608.47070,0.26058
2608.21582,0.26105
2607.96093,0.26134
2607.70605,0.26202
2607.45117,0.26314
2607.19629,0.26417
2606.94140,0.26582
2606.68652,0.26930
2606.43164,0.27555
2606.17675,0.29091
2605.92187,0.33087
2605.66699,0.40879
2605.41211,0.51069
2605.15722,0.57522
2604.90234,0.54968
2604.64746,0.47357
2604.39257,0.40504
2604.13769,0.35957
2603.88281,0.33032
2603.62793,0.31009
2603.37304,0.29580
2603.11816,0.28558
2602.86328,0.27793
2602.60840,0.27225
2602.35351,0.26823
2602.09863,0.26534
2601.84375,0.26330
2601.58886,0.26206
2601.33398,0.26133
2601.07910,0.26082
2600.82422,0.26046
2600.56933,0.26025
2600.31445,0.26003
2600.05957,0.25976
2599.80468,0.25954
2599.54980,0.25940
2599.29492,0.25928
2599.04004,0.25921
2598.78515,0.25929
2598.53027,0.25947
2598.27539,0.25956
2598.02050,0.25956
2597.76562,0.25953
2597.51074,0.25943
2597.25586,0.25927
2597.00097,0.25918
2596.74609,0.25921
2596.49121,0.25926
2596.23632,0.25931
2595.98144,0.25945
2595.72656,0.25955
2595.47168,0.25948
2595.21679,0.25941
2594.96191,0.25951
2594.70703,0.25961
2594.45215,0.25961
2594.19726,0.25973
2593.94238,0.25994
2593.68750,0.26002
2593.43261,0.26013
2593.17773,0.26050
2592.92285,0.26083
2592.66797,0.26104
2592.41308,0.26165
2592.15820,0.26262
2591.90332,0.26350
2591.64843,0.26493
2591.39355,0.26791
2591.13867,0.27327
2590.88379,0.28692
2590.62890,0.32313
2590.37402,0.39312
2590.11914,0.48130
2589.86425,0.53206
2589.60937,0.50584
2589.35449,0.44010
2589.09961,0.38262
2588.84472,0.34467
2588.58984,0.31977
2588.33496,0.30248
2588.08007,0.29053
2587.82519,0.28179
2587.57031,0.27499
2587.31543,0.27017
2587.06054,0.26694
2586.80566,0.26445
2586.55078,0.26259
2586.29590,0.26154
2586.04101,0.26088
2585.78613,0.26035
2585.53125,0.26014
2585.27636,0.26006
2585.02148,0.25980
2584.76660,0.25959
2584.51172,0.25962
2584.25683,0.25948
2584.00195,0.25916
2583.74707,0.25912
2583.49218,0.25933
2583.23730,0.25936
2582.98242,0.25925
2582.72754,0.25921
2582.47265,0.25907
2582.21777,0.25887
2581.96289,0.25896
2581.70800,0.25915
2581.45312,0.25906
2581.19824,0.25893
2580.94336,0.25909
2580.68847,0.25922
2580.43359,0.25914
2580.17871,0.25917
2579.92382,0.25928
2579.66894,0.25913
2579.41406,0.25895
2579.15918,0.25908
2578.90429,0.25919
2578.64941,0.25915
2578.39453,0.25934
2578.13965,0.25960
2577.88476,0.25946
2577.62988,0.25930
2577.37500,0.25964
2577.12011,0.25994
2576.86523,0.25997
2576.61035,0.26048
2576.35547,0.26140
2576.10058,0.26186
2575.84570,0.26246
2575.59082,0.26439
2575.33593,0.26809
2575.08105,0.27803
2574.82617,0.30499
2574.57129,0.35417
2574.31640,0.40766
2574.06152,0.42879
2573.80664,0.40533
2573.55175,0.36462
2573.29687,0.33155
2573.04199,0.30992
2572.78711,0.29521
2572.53222,0.28489
2572.27734,0.27776
2572.02246,0.27236
2571.76757,0.26818
2571.51269,0.26548
2571.25781,0.26368
2571.00293,0.26212
2570.74804,0.26106
2570.49316,0.26066
2570.23828,0.26034
2569.98340,0.25985
2569.72851,0.25957
2569.47363,0.25954
2569.21875,0.25939
2568.96386,0.25918
2568.70898,0.25917
2568.45410,0.25921
2568.19922,0.25910
2567.94433,0.25901
2567.68945,0.25904
2567.43457,0.25905
2567.17968,0.25903
2566.92480,0.25906
2566.66992,0.25905
2566.41504,0.25894
2566.16015,0.25885
2565.90527,0.25887
2565.65039,0.25888
2565.39550,0.25886
2565.14062,0.25891
2564.88574,0.25899
2564.63086,0.25903
2564.37597,0.25910
2564.12109,0.25917
2563.86621,0.25909
2563.61132,0.25888
2563.35644,0.25874
2563.10156,0.25875
2562.84668,0.25879
2562.59179,0.25886
2562.33691,0.25896
2562.08203,0.25899
2561.82715,0.25892
2561.57226,0.25886
2561.31738,0.25879
2561.06250,0.25864
2560.80761,0.25854
2560.55273,0.25858
2560.29785,0.25868
2560.04297,0.25872
2559.78808,0.25880
2559.53320,0.25893
2559.27832,0.25899
2559.02343,0.25897
2558.76855,0.25898
2558.51367,0.25898
2558.25879,0.25892
2558.00390,0.25892
2557.74902,0.25898
2557.49414,0.25894
2557.23925,0.25882
2556.98437,0.25879
2556.72949,0.25892
2556.47461,0.25904
2556.21972,0.25911
2555.96484,0.25916
2555.70996,0.25915
2555.45507,0.25908
2555.20019,0.25901
2554.94531,0.25898
2554.69043,0.25903
2554.43554,0.25918
2554.18066,0.25929
2553.92578,0.25919
2553.67090,0.25904
2553.41601,0.25904
2553.16113,0.25912
2552.90625,0.25920
2552.65136,0.25936
2552.39648,0.25955
2552.14160,0.25955
2551.88672,0.25944
2551.63183,0.25948
2551.37695,0.25958
2551.12207,0.25953
2550.86718,0.25943
2550.61230,0.25948
2550.35742,0.25958
2550.10254,0.25968
2549.84765,0.25981
2549.59277,0.25992
2549.33789,0.25993
2549.08300,0.25998
2548.82812,0.26009
2548.57324,0.26012
2548.31836,0.26007
2548.06347,0.26009
2547.80859,0.26002
2547.55371,0.25988
2547.29882,0.25996
2547.04394,0.26021
2546.78906,0.26024
2546.53418,0.26014
2546.27929,0.26028
2546.02441,0.26045
2545.76953,0.26039
2545.51465,0.26047
2545.25976,0.26076
2545.00488,0.26078
2544.75000,0.26071
2544.49511,0.26114
2544.24023,0.26161
2543.98535,0.26159
2543.73047,0.26178
2543.47558,0.26255
2543.22070,0.26307
2542.96582,0.26356
2542.71093,0.26526
2542.45605,0.26839
2542.20117,0.27599
2541.94629,0.29824
2541.69140,0.34315
2541.43652,0.39786
2541.18164,0.42659
2540.92675,0.40980
2540.67187,0.37055
2540.41699,0.33645
2540.16211,0.31383
2539.90722,0.29846
2539.65234,0.28759
2539.39746,0.28016
2539.14257,0.27464
2538.88769,0.27025
2538.63281,0.26722
2538.37793,0.26526
2538.12304,0.26374
2537.86816,0.26268
2537.61328,0.26217
2537.35840,0.26186
2537.10351,0.26153
2536.84863,0.26133
2536.59375,0.26123
2536.33886,0.26114
2536.08398,0.26111
2535.82910,0.26114
2535.57422,0.26108
2535.31933,0.26097
2535.06445,0.26090
2534.80957,0.26084
2534.55468,0.26080
2534.29980,0.26083
2534.04492,0.26088
2533.79004,0.26085
2533.53515,0.26083
2533.28027,0.26086
2533.02539,0.26083
2532.77050,0.26076
2532.51562,0.26071
2532.26074,0.26066
2532.00586,0.26066
2531.75097,0.26074
2531.49609,0.26077
2531.24121,0.26069
2530.98632,0.26066
2530.73144,0.26073
2530.47656,0.26080
2530.22168,0.26092
2529.96679,0.26116
2529.71191,0.26125
2529.45703,0.26111
2529.20215,0.26104
2528.94726,0.26112
2528.69238,0.26111
2528.43750,0.26119
2528.18261,0.26155
2527.92773,0.26175
2527.67285,0.26165
2527.41797,0.26184
2527.16308,0.26233
2526.90820,0.26259
2526.65332,0.26292
2526.39843,0.26384
2526.14355,0.26479
2525.88867,0.26577
2525.63379,0.26815
2525.37890,0.27261
2525.12402,0.28212
2524.86914,0.30854
2524.61425,0.36682
2524.35937,0.45220
2524.10449,0.51809
2523.84961,0.51083
2523.59472,0.45067
2523.33984,0.39103
2523.08496,0.35070
2522.83007,0.32443
2522.57519,0.30613
2522.32031,0.29358
2522.06543,0.28456
2521.81054,0.27737
2521.55566,0.27217
2521.30078,0.26889
2521.04590,0.26653
2520.79101,0.26482
2520.53613,0.26398
2520.28125,0.26341
2520.02636,0.26266
2519.77148,0.26219
2519.51660,0.26208
2519.26172,0.26180
2519.00683,0.26149
2518.75195,0.26158
2518.49707,0.26161
2518.24218,0.26122
2517.98730,0.26098
2517.73242,0.26117
2517.47754,0.26124
2517.22265,0.26105
2516.96777,0.26106
2516.71289,0.26114
2516.45800,0.26096
2516.20312,0.26082
2515.94824,0.26098
2515.69336,0.26104
2515.43847,0.26089
2515.18359,0.26092
2514.92871,0.26101
2514.67382,0.26089
2514.41894,0.26087
2514.16406,0.26113
2513.90918,0.26119
2513.65429,0.26098
2513.39941,0.26105
2513.14453,0.26130
2512.88965,0.26122
2512.63476,0.26104
2512.37988,0.26123
2512.12500,0.26143
2511.87011,0.26135
2511.61523,0.26137
2511.36035,0.26151
2511.10547,0.26143
2510.85058,0.26143
2510.59570,0.26185
2510.34082,0.26212
2510.08593,0.26200
2509.83105,0.26218
2509.57617,0.26270
2509.32129,0.26290
2509.06640,0.26327
2508.81152,0.26445
2508.55664,0.26563
2508.30175,0.26664
2508.04687,0.26915
2507.79199,0.27398
2507.53711,0.28404
2507.28222,0.31216
2507.02734,0.37577
2506.77246,0.47276
2506.51757,0.55305
2506.26269,0.54938
2506.00781,0.48061
2505.75293,0.41092
2505.49804,0.36368
2505.24316,0.33322
2504.98828,0.31214
2504.73340,0.29758
2504.47851,0.28733
2504.22363,0.27948
2503.96875,0.27381
2503.71386,0.27020
2503.45898,0.26767
2503.20410,0.26568
2502.94922,0.26443
2502.69433,0.26368
2502.43945,0.26301
2502.18457,0.26254
2501.92968,0.26241
2501.67480,0.26228
2501.41992,0.26197
2501.16504,0.26171
2500.91015,0.26161
2500.65527,0.26156
2500.40039,0.26152
2500.14550,0.26150
2499.89062,0.26146
2499.63574,0.26136
2499.38086,0.26128
2499.12597,0.26126
2498.87109,0.26131
2498.61621,0.26139
2498.36132,0.26134
2498.10644,0.26116
2497.85156,0.26102
2497.59668,0.26100
2497.34179,0.26105
2497.08691,0.26110
2496.83203,0.26109
2496.57715,0.26102
2496.32226,0.26099
2496.06738,0.26108
2495.81250,0.26118
2495.55761,0.26124
2495.30273,0.26130
2495.04785,0.26132
2494.79297,0.26130
2494.53808,0.26139
2494.28320,0.26159
2494.02832,0.26164
2493.77343,0.26153
2493.51855,0.26157
2493.26367,0.26167
2493.00879,0.26159
2492.75390,0.26160
2492.49902,0.26183
2492.24414,0.26194
2491.98925,0.26201
2491.73437,0.26253
2491.47949,0.26316
2491.22461,0.26338
2490.96972,0.26383
2490.71484,0.26490
2490.45996,0.26581
2490.20507,0.26691
2489.95019,0.26980
2489.69531,0.27509
2489.44043,0.28713
2489.18554,0.32091
2488.93066,0.39279
2488.67578,0.49256
2488.42090,0.55819
2488.16601,0.53280
2487.91113,0.45803
2487.65625,0.39379
2487.40136,0.35253
2487.14648,0.32533
2486.89160,0.30632
2486.63672,0.29355
2486.38183,0.28430
2486.12695,0.27695
2485.87207,0.27203
2485.61718,0.26907
2485.36230,0.26668
2485.10742,0.26486
2484.85254,0.26405
2484.59765,0.26343
2484.34277,0.26265
2484.08789,0.26241
2483.83300,0.26250
2483.57812,0.26210
2483.32324,0.26161
2483.06836,0.26173
2482.81347,0.26184
2482.55859,0.26147
2482.30371,0.26132
2482.04882,0.26153
2481.79394,0.26143
2481.53906,0.26118
2481.28418,0.26133
2481.02929,0.26144
2480.77441,0.26111
2480.51953,0.26096
2480.26465,0.26120
2480.00976,0.26117
2479.75488,0.26093
2479.50000,0.26110
2479.24511,0.26136
2478.99023,0.26121
2478.73535,0.26111
2478.48047,0.26134
2478.22558,0.26133
2477.97070,0.26107
2477.71582,0.26118
2477.46093,0.26142
2477.20605,0.26129
2476.95117,0.26123
2476.69629,0.26152
2476.44140,0.26156
2476.18652,0.26129
2475.93164,0.26134
2475.67675,0.26149
2475.42187,0.26122
2475.16699,0.26111
2474.91211,0.26154
2474.65722,0.26174
2474.40234,0.26157
2474.14746,0.26178
2473.89257,0.26210
2473.63769,0.26188
2473.38281,0.26189
2473.12793,0.26258
2472.87304,0.26286
2472.61816,0.26273
2472.36328,0.26348
2472.10840,0.26456
2471.85351,0.26493
2471.59863,0.26630
2471.34375,0.26996
2471.08886,0.27618
2470.83398,0.29398
2470.57910,0.34208
2470.32422,0.42636
2470.06933,0.50855
2469.81445,0.52025
2469.55957,0.46271
2469.30468,0.39762
2469.04980,0.35344
2468.79492,0.32552
2468.54004,0.30615
2468.28515,0.29306
2468.03027,0.28412
2467.77539,0.27699
2467.52050,0.27173
2467.26562,0.26871
2467.01074,0.26668
2466.75586,0.26491
2466.50097,0.26386
2466.24609,0.26336
2465.99121,0.26276
2465.73632,0.26227
2465.48144,0.26220
2465.22656,0.26208
2464.97168,0.26174
2464.71679,0.26163
2464.46191,0.26174
2464.20703,0.26167
2463.95215,0.26154
2463.69726,0.26161
2463.44238,0.26165
2463.18750,0.26153
2462.93261,0.26148
2462.67773,0.26153
2462.42285,0.26147
2462.16797,0.26136
2461.91308,0.26142
2461.65820,0.26152
2461.40332,0.26148
2461.14843,0.26138
2460.89355,0.26139
2460.63867,0.26149
2460.38379,0.26155
2460.12890,0.26152
2459.87402,0.26146
2459.61914,0.26138
2459.36425,0.26130
2459.10937,0.26130
2458.85449,0.26143
2458.59961,0.26148
2458.34472,0.26135
2458.08984,0.26131
2457.83496,0.26148
2457.58007,0.26153
2457.32519,0.26145
2457.07031,0.26154
2456.81543,0.26168
2456.56054,0.26158
2456.30566,0.26156
2456.05078,0.26182
2455.79590,0.26184
2455.54101,0.26159
2455.28613,0.26177
2455.03125,0.26217
2454.77636,0.26204
2454.52148,0.26186
2454.26660,0.26233
2454.01172,0.26266
2453.75683,0.26252
2453.50195,0.26305
2453.24707,0.26402
2452.99218,0.26418
2452.73730,0.26467
2452.48242,0.26703
2452.22754,0.27094
2451.97265,0.28260
2451.71777,0.31852
2451.46289,0.38649
2451.20800,0.45696
2450.95312,0.47226
2450.69824,0.42740
2450.44336,0.37324
2450.18847,0.33678
2449.93359,0.31389
2449.67871,0.29755
2449.42382,0.28678
2449.16894,0.27981
2448.91406,0.27388
2448.65918,0.26939
2448.40429,0.26713
2448.14941,0.26549
2447.89453,0.26378
2447.63965,0.26312
2447.38476,0.26314
2447.12988,0.26254
2446.87500,0.26191
2446.62011,0.26212
2446.36523,0.26224
2446.11035,0.26179
2445.85547,0.26171
2445.60058,0.26202
2445.34570,0.26184
2445.09082,0.26156
2444.83593,0.26178
2444.58105,0.26188
2444.32617,0.26156
2444.07129,0.26160
2443.81640,0.26190
2443.56152,0.26169
2443.30664,0.26140
2443.05175,0.26169
2442.79687,0.26193
2442.54199,0.26171
2442.28711,0.26167
2442.03222,0.26183
2441.77734,0.26158
2441.52246,0.26135
2441.26757,0.26166
2441.01269,0.26179
2440.75781,0.26140
2440.50293,0.26136
2440.24804,0.26175
2439.99316,0.26171
2439.73828,0.26144
2439.48340,0.26162
2439.22851,0.26175
2438.97363,0.26145
2438.71875,0.26148
2438.46386,0.26188
2438.20898,0.26173
2437.95410,0.26133
2437.69922,0.26154
2437.44433,0.26180
2437.18945,0.26153
2436.93457,0.26156
2436.67968,0.26201
2436.42480,0.26187
2436.16992,0.26150
2435.91504,0.26191
2435.66015,0.26230
2435.40527,0.26183
2435.15039,0.26177
2434.89550,0.26251
2434.64062,0.26251
2434.38574,0.26200
2434.13086,0.26261
2433.87597,0.26337
2433.62109,0.26305
2433.36621,0.26360
2433.11132,0.26576
2432.85644,0.26859
2432.60156,0.27972
2432.34668,0.31393
2432.09179,0.37021
2431.83691,0.41422
2431.58203,0.40924
2431.32715,0.37006
2431.07226,0.33337
2430.81738,0.31062
2430.56250,0.29580
2430.30761,0.28500
2430.05273,0.27812
2429.79785,0.27338
2429.54297,0.26921
2429.28808,0.26642
2429.03320,0.26521
2428.77832,0.26419
2428.52343,0.26306
2428.26855,0.26258
2428.01367,0.26248
2427.75879,0.26216
2427.50390,0.26200
2427.24902,0.26220
2426.99414,0.26225
2426.73925,0.26201
2426.48437,0.26189
